group,dataset,dataset_id,files,total_rr,A,AAAA,NS,SOA,MX,TXT,CNAME,DNAME,wildcard,rewrite_rr,rewrite_ratio,delegation_rr,delegation_ratio,avg_rr_per_file,max_rr_per_file,avg_owner_depth,max_owner_depth,category
files-100-500,virginia.edu,files-100-500/virginia.edu,126,2079,513,4,984,126,133,2,317,0,0,317,0.1524771524771525,1110,0.5339105339105339,16.5,582,3.378066378066378,7,rewrite-heavy
files-100-500,vivilotz.com,files-100-500/vivilotz.com,494,2965,494,0,1977,494,0,0,0,0,0,0,0.0,2471,0.833389544688027,6.002024291497976,369,3.6290050590219214,4,delegation-heavy
files-100-500,vn.ua,files-100-500/vn.ua,252,4129,1145,11,2188,252,322,84,127,0,0,127,0.0307580527972874,2440,0.590942116735287,16.384920634920636,2208,3.129571324775975,5,delegation-heavy
files-100-500,voxcdn.com,files-100-500/voxcdn.com,137,758,458,0,2,137,0,0,161,0,0,161,0.2124010554089709,139,0.183377308707124,5.532846715328467,68,3.025065963060686,5,rewrite-heavy
files-100-500,vrn.ru,files-100-500/vrn.ru,193,2878,1358,20,843,193,346,57,61,0,0,61,0.0211952744961779,1036,0.3599722029186935,14.911917098445596,1538,3.166435024322446,5,delegation-heavy
files-100-500,w3wb.com,files-100-500/w3wb.com,148,738,585,0,2,148,2,0,1,0,0,1,0.0013550135501355,150,0.2032520325203252,4.986486486486487,444,2.991869918699187,3,common-case
files-100-500,wa.gov,files-100-500/wa.gov,135,1689,458,1,742,135,142,29,182,0,0,182,0.1077560686796921,877,0.5192421551213736,12.511111111111113,442,3.317347542924808,6,rewrite-heavy
files-100-500,warriorhall.com,files-100-500/warriorhall.com,211,1264,211,0,842,211,0,0,0,0,0,0,0.0,1053,0.8330696202531646,5.990521327014218,424,2.9968354430379747,3,delegation-heavy
files-100-500,warszawa.pl,files-100-500/warszawa.pl,275,6087,2310,4,2975,275,278,114,131,0,0,131,0.0215212748480368,3250,0.5339247576803022,22.134545454545453,4156,3.1230491210777065,6,delegation-heavy
files-100-500,washington.edu,files-100-500/washington.edu,391,5875,1814,28,2351,391,486,358,447,0,0,447,0.0760851063829787,2742,0.4667234042553191,15.025575447570333,1087,3.617872340425532,9,rewrite-heavy
files-100-500,wayport.net,files-100-500/wayport.net,111,922,123,3,663,111,12,0,10,0,0,10,0.0108459869848156,774,0.8394793926247288,8.306306306306306,209,3.6431670281995663,7,delegation-heavy
files-100-500,wblogin.com,files-100-500/wblogin.com,108,291,109,0,2,108,72,0,0,0,0,0,0.0,110,0.3780068728522336,2.6944444444444446,6,2.982817869415808,3,delegation-heavy
files-100-500,wcpss.net,files-100-500/wcpss.net,101,491,122,0,202,101,24,0,42,0,0,42,0.0855397148676171,303,0.6171079429735234,4.861386138613861,150,2.983706720977597,4,rewrite-heavy
files-100-500,webd.pl,files-100-500/webd.pl,287,2451,510,0,1191,287,274,21,168,0,0,168,0.0685434516523867,1478,0.6030191758465933,8.54006968641115,834,3.1117911056711547,5,rewrite-heavy
files-100-500,webng.com,files-100-500/webng.com,270,783,507,0,5,270,1,0,0,0,0,0,0.0,275,0.351213282247765,2.9,30,3.0063856960408684,4,delegation-heavy
files-100-500,webself.net,files-100-500/webself.net,332,999,332,0,5,332,330,0,0,0,0,0,0.0,337,0.3373373373373373,3.0090361445783134,8,3.5055055055055053,5,delegation-heavy
files-100-500,website-start.de,files-100-500/website-start.de,341,2226,548,3,1332,341,2,0,0,0,0,0,0.0,1673,0.7515723270440252,6.527859237536657,872,3.023809523809524,4,delegation-heavy
files-100-500,webwealth.us,files-100-500/webwealth.us,159,450,159,0,4,159,128,0,0,0,0,0,0.0,163,0.3622222222222222,2.830188679245283,7,3.097777777777778,4,delegation-heavy
files-100-500,wednet.edu,files-100-500/wednet.edu,151,2433,544,0,1286,151,292,77,83,0,0,83,0.0341142622277024,1437,0.5906288532675709,16.112582781456954,673,3.2979860254829427,5,delegation-heavy
files-100-500,wendellbennett.com,files-100-500/wendellbennett.com,108,755,109,0,430,108,108,0,0,0,0,0,0.0,538,0.7125827814569536,6.9907407407407405,220,2.993377483443709,3,delegation-heavy
files-100-500,wertot.com,files-100-500/wertot.com,220,569,220,0,5,220,124,0,0,0,0,0,0.0,225,0.3954305799648506,2.5863636363636364,8,2.9859402460456943,3,delegation-heavy
files-100-500,wo.tc,files-100-500/wo.tc,256,3415,472,0,2564,256,110,12,1,0,0,1,0.0002928257686676,2820,0.8257686676427526,13.33984375,1397,3.049194729136164,5,delegation-heavy
files-100-500,www.de,files-100-500/www.de,175,1048,175,0,698,175,0,0,0,0,0,0,0.0,873,0.8330152671755725,5.988571428571428,322,3.1106870229007635,5,delegation-heavy
files-100-500,x-y.net,files-100-500/x-y.net,102,739,130,0,406,102,101,0,0,0,0,0,0.0,508,0.6874154262516915,7.245098039215686,228,3.010825439783491,4,delegation-heavy
files-100-500,x0.com,files-100-500/x0.com,322,2337,342,0,1290,322,324,0,59,0,0,59,0.0252460419341035,1612,0.6897732135216089,7.25776397515528,657,3.029097133076594,4,delegation-heavy
files-100-500,x10.mx,files-100-500/x10.mx,107,853,163,0,442,107,115,6,20,0,0,20,0.0234466588511137,549,0.6436107854630715,7.97196261682243,289,3.0433763188745604,4,delegation-heavy
files-100-500,xii.jp,files-100-500/xii.jp,240,1698,247,0,964,240,239,0,8,0,0,8,0.0047114252061248,1204,0.7090694935217904,7.075,492,3.002944640753828,4,delegation-heavy
files-100-500,xitinblog.net,files-100-500/xitinblog.net,269,1612,269,0,1074,269,0,0,0,0,0,0,0.0,1343,0.8331265508684863,5.992565055762082,540,2.997518610421836,3,delegation-heavy
files-100-500,xoom.it,files-100-500/xoom.it,281,1732,271,0,1180,281,0,0,0,0,0,0,0.0,1461,0.8435334872979214,6.1637010676156585,655,3.0011547344110854,4,delegation-heavy
files-100-500,xsrv.jp,files-100-500/xsrv.jp,167,2394,369,0,1515,167,339,4,0,0,0,0,0.0,1682,0.7025898078529658,14.335329341317363,1140,2.99749373433584,3,delegation-heavy
files-100-500,yahoo.com,files-100-500/yahoo.com,151,25974,2343,10,1195,151,1671,75,20529,0,0,20529,0.7903672903672904,1346,0.0518210518210518,172.01324503311258,20436,4.0364980364980365,9,rewrite-heavy
files-100-500,yale.edu,files-100-500/yale.edu,201,3357,740,1,1612,201,296,1,506,0,0,506,0.15072981829014,1813,0.5400655347036044,16.70149253731343,999,3.350312779267203,5,rewrite-heavy
files-100-500,yorku.ca,files-100-500/yorku.ca,108,1414,480,3,643,108,34,0,146,0,0,146,0.1032531824611032,751,0.5311173974540311,13.092592592592592,381,3.487977369165488,9,rewrite-heavy
files-100-500,yourfreehosting.net,files-100-500/yourfreehosting.net,287,1720,287,0,1146,287,0,0,0,0,0,0,0.0,1433,0.833139534883721,5.993031358885017,572,3.0046511627906978,4,delegation-heavy
files-100-500,yourprospex.com,files-100-500/yourprospex.com,175,357,175,0,5,175,2,0,0,0,0,0,0.0,180,0.5042016806722689,2.04,9,2.9971988795518207,4,delegation-heavy
files-100-500,za.net,files-100-500/za.net,372,5051,1070,29,2515,372,672,121,272,0,0,272,0.0538507226291823,2887,0.5715699861413581,13.577956989247312,1867,3.17739061571966,6,rewrite-heavy
files-100-500,zgora.pl,files-100-500/zgora.pl,220,3669,1200,21,1760,220,258,68,142,0,0,142,0.0387026437721449,1980,0.5396565821749796,16.677272727272726,2042,3.229490324339057,7,delegation-heavy
files-100-500,zhp.pl,files-100-500/zhp.pl,144,1264,205,0,681,144,160,16,58,0,0,58,0.045886075949367,825,0.6526898734177216,8.777777777777779,344,3.200949367088608,6,delegation-heavy
files-500-1000,votesp.com,files-500-1000/votesp.com,989,2604,989,0,5,989,621,0,0,0,0,0,0.0,994,0.3817204301075269,2.6329625884732053,8,2.996927803379416,3,delegation-heavy
files-500-1000,web.tr,files-500-1000/web.tr,562,9234,2896,4,4390,562,723,194,465,0,0,465,0.0503573749187784,4952,0.536278969027507,16.430604982206404,5213,3.167749620965995,6,rewrite-heavy
files-500-1000,weblog.com,files-500-1000/weblog.com,554,3381,615,0,2210,554,2,0,0,0,0,0,0.0,2764,0.8175096125406685,6.102888086642599,1171,2.9982253771073646,3,delegation-heavy
files-500-1000,wisc.edu,files-500-1000/wisc.edu,579,8489,2288,140,3395,579,1786,32,269,0,0,269,0.0316880669101189,3974,0.4681352338320179,14.661485319516409,1781,3.412651666863,9,delegation-heavy
files-500-1000,wopert.com,files-500-1000/wopert.com,554,1457,554,0,5,554,344,0,0,0,0,0,0.0,559,0.3836650652024708,2.629963898916968,8,2.994509265614276,3,delegation-heavy
files-500-1000,wroc.pl,files-500-1000/wroc.pl,550,6653,1973,7,2691,550,688,166,578,0,0,578,0.0868781001052157,3241,0.4871486547422216,12.096363636363636,1737,3.604539305576432,7,rewrite-heavy
files-500-1000,wroclaw.pl,files-500-1000/wroclaw.pl,509,10160,3501,1,5120,509,608,174,247,0,0,247,0.0243110236220472,5629,0.5540354330708661,19.960707269155208,6532,3.1056102362204725,6,delegation-heavy
files-500-1000,zp.ua,files-500-1000/zp.ua,644,10552,2983,37,5410,644,1121,168,189,0,0,189,0.0179112964366944,6054,0.5737300985595147,16.385093167701864,5350,3.128127369219105,6,delegation-heavy
files-1000-plus,waw.pl,files-1000-plus/waw.pl,2250,40976,14081,44,20028,2250,2609,770,1194,0,0,1194,0.0291390081999219,22278,0.5436841077704022,18.21155555555556,24216,3.13044221007419,8,delegation-heavy
files-1000-plus,web.id,files-1000-plus/web.id,2368,40614,9633,55,21014,2368,4214,774,2556,0,0,2556,0.0629339636578519,23382,0.5757128083911952,17.15118243243243,21114,3.127788447333432,7,rewrite-heavy
files-1000-plus,wp-studio.net,files-1000-plus/wp-studio.net,1187,8019,1187,0,4746,1187,0,899,0,0,0,0,0.0,5933,0.739867813941888,6.755686604886268,2376,2.9995011846863697,3,delegation-heavy
files-1000-plus,youaremighty.com,files-1000-plus/youaremighty.com,3271,21839,3271,0,13082,3271,0,2215,0,0,0,0,0.0,16353,0.748798021887449,6.676551513298685,3816,3.473235954027199,9,delegation-heavy
top-10,co.kr,top-10/co.kr,80209,1090861,336586,275,540337,80209,67158,23593,42698,5,0,42703,0.0391461423591089,620546,0.5688589105303059,13.600231894176463,543982,3.1675208848790084,8,rewrite-heavy
top-10,com.cn,top-10/com.cn,46821,509943,182033,62,228661,46821,28016,3839,20510,1,0,20511,0.0402221424747471,275482,0.5402211619730048,10.891330813096689,298126,3.135291591413158,10,rewrite-heavy
top-10,com.mx,top-10/com.mx,32271,527487,148553,172,275836,32271,44357,11090,15208,0,0,15208,0.0288310422816107,308107,0.5841034944937031,16.34554243748257,285535,3.116916625433423,10,delegation-heavy
top-10,com.np,top-10/com.np,11240,105808,17760,23,50685,11240,16226,2198,7674,2,0,7676,0.0725464993195221,61925,0.5852582035384848,9.413523131672598,27633,3.1308974746711025,8,rewrite-heavy
top-10,com.sg,top-10/com.sg,11072,167002,43812,129,87614,11072,17094,3099,4182,0,0,4182,0.0250416162680686,98686,0.5909270547658112,15.083273121387284,84469,3.1289565394426413,8,delegation-heavy
top-10,com.tw,top-10/com.tw,41847,456118,160138,218,193747,41847,47030,5400,7738,0,0,7738,0.0169649082035788,235594,0.5165198479340872,10.899658278968625,204814,3.226081847241284,8,delegation-heavy
top-10,com.ua,top-10/com.ua,27966,524028,141619,1492,286042,27966,49253,8142,9514,0,0,9514,0.0181555184074133,314008,0.5992198890135642,18.73803904741472,296816,3.1073549504988285,7,delegation-heavy
top-10,gov.cn,top-10/gov.cn,14580,112866,38816,21,51836,14580,5780,216,1617,0,0,1617,0.0143267237254797,66416,0.5884500203781475,7.741152263374485,49812,3.181214891995818,7,delegation-heavy
top-10,net.au,top-10/net.au,13504,210049,61797,726,102428,13504,21048,3403,7143,0,0,7143,0.0340063508990759,115932,0.5519283595732425,15.554576421800949,99856,3.181419573528081,8,delegation-heavy
top-10,org.br,top-10/org.br,11285,171412,41708,278,79214,11285,24423,6600,7904,0,0,7904,0.0461111240753272,90499,0.5279618696473992,15.189366415595924,71069,3.160163815835531,7,delegation-heavy
